+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                 ;
+-------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[3].block                              ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|oneCLALoop[3].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|oneCLALoop[2].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|oneCLALoop[1].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|oneCLALoop[0].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|carry4                       ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|carry3                       ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|carry2                       ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block|carry1                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[2].block                              ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|oneCLALoop[3].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|oneCLALoop[2].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|oneCLALoop[1].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|oneCLALoop[0].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|carry4                       ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|carry3                       ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|carry2                       ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block|carry1                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[1].block                              ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|oneCLALoop[3].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|oneCLALoop[2].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|oneCLALoop[1].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|oneCLALoop[0].oneCLA         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|carry4                       ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|carry3                       ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|carry2                       ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block|carry1                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|claLoop[0].block                              ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|carry3                                        ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|carry2                                        ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0|carry1                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|block0                                               ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd|carry1                                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit|restoreAdd                                                      ; 65    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|onExit                                                                 ; 64    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[3].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[2].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[1].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|claLoop[0].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|carry3                                           ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|carry2                                           ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1|carry1                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block1                                                  ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[3].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[2].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[1].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|oneCLALoop[3].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|oneCLALoop[2].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|oneCLALoop[1].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|oneCLALoop[0].oneCLA            ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|carry4                          ; 9     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|carry3                          ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|carry2                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block|carry1                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|claLoop[0].block                                 ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|carry3                                           ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|carry2                                           ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0|carry1                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|block0                                                  ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; executeInsn|myMultDiv|nonRestr|stage1|opAdder|carry1                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
